取得時刻,職業,定員,開始,終了,体験時間,残席
2026/07/06 18:30:56,⑭ダンサー,4,15:30,15:54,25,4
2026/07/06 18:30:56,⑭ダンサー,4,16:00,16:24,25,4
2026/07/06 18:30:56,⑭ダンサー,4,16:30,16:54,25,4
2026/07/06 18:30:56,⑮[弁護士=べんごし],6,17:00,17:44,45,6
2026/07/06 18:30:56,⑯お医者さん,4,15:30,15:59,30,4
2026/07/06 18:30:56,⑯お医者さん,4,16:00,16:29,30,3
2026/07/06 18:30:56,⑰[助産師=じょさんし],4,16:35,16:59,25,2
2026/07/06 18:30:56,⑰[助産師=じょさんし],4,17:05,17:29,25,2
2026/07/06 18:30:56,⑱セキュリティスタッフ,5,15:30,15:59,30,5
2026/07/06 18:30:56,⑱セキュリティスタッフ,5,16:00,16:29,30,3
2026/07/06 18:30:56,⑱セキュリティスタッフ,5,17:00,17:29,30,5
2026/07/06 18:30:56,⑱セキュリティスタッフ 救命,5,16:30,16:59,30,5
2026/07/06 18:30:56,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,18:30,18:49,20,0
2026/07/06 18:30:56,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,18:50,19:09,20,2
2026/07/06 18:30:56,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,19:10,19:29,20,2
2026/07/06 18:30:56,⑲[月面基地開発=げつめんきちかいはつ]プロジェクト,2,19:30,19:49,20,1
2026/07/06 18:30:56,⑳シニアケア[相談員=そうだんいん],4,15:30,15:59,30,4
2026/07/06 18:30:56,⑳シニアケア[相談員=そうだんいん],4,16:00,16:29,30,4
2026/07/06 18:30:56,⑳シニアケア[相談員=そうだんいん],4,17:00,17:29,30,4
2026/07/06 18:30:56,㉑[科学者=かがくしゃ],6,16:30,16:59,30,4
2026/07/06 18:30:56,㉑[科学者=かがくしゃ],6,17:00,17:29,30,4
2026/07/06 18:30:56,㉑[科学者=かがくしゃ],6,17:30,17:59,30,6
2026/07/06 18:30:56,㉒ボートレーサー,4,18:30,18:59,30,4
2026/07/06 18:30:56,㉒ボートレーサー,4,19:00,19:29,30,3
2026/07/06 18:30:56,㉒ボートレーサー,4,19:30,19:59,30,4
2026/07/06 18:30:56,㉓eスポーツ[体験=たいけん],4,17:30,17:59,30,4
2026/07/06 18:30:56,㉓eスポーツ[体験=たいけん],4,18:00,18:29,30,3
2026/07/06 18:30:56,㉔モノレール[運転士=うんてんし],5,15:35,15:59,25,5
2026/07/06 18:30:56,㉔モノレール[運転士=うんてんし],5,16:05,16:29,25,4
2026/07/06 18:30:56,㉔モノレール[運転士=うんてんし],5,16:35,16:59,25,4
2026/07/06 18:30:56,㉕おかしクリエイター,6,18:00,18:29,30,2
2026/07/06 18:30:56,㉕おかしクリエイター,6,18:30,18:59,30,4
2026/07/06 18:30:56,㉕おかしクリエイター,6,19:00,19:29,30,3
2026/07/06 18:30:56,㉕おかしクリエイター,6,19:30,19:59,30,6
2026/07/06 18:30:56,㉖[消防士=しょうぼうし],4,19:00,19:29,30,3
2026/07/06 18:30:56,㉖[消防士=しょうぼうし],4,19:30,19:59,30,4
2026/07/06 18:30:56,㉘ピックアップクルー,6,15:30,15:59,30,6
2026/07/06 18:30:56,㉘ピックアップクルー,6,16:00,16:29,30,5
2026/07/06 18:30:56,㉙[銀=ぎん]だこ[職人=しょくにん],4,18:10,18:39,30,4
2026/07/06 18:30:56,㉙[銀=ぎん]だこ[職人=しょくにん],4,18:50,19:19,30,1
2026/07/06 18:30:56,㉙[銀=ぎん]だこ[職人=しょくにん],4,19:30,19:59,30,0
2026/07/06 18:30:56,㉚アイスクリームメーカー,6,18:00,18:29,30,1
2026/07/06 18:30:56,㉚アイスクリームメーカー,6,18:30,18:59,30,2
2026/07/06 18:30:56,㉚アイスクリームメーカー,6,19:00,19:29,30,4
2026/07/06 18:30:56,㉚アイスクリームメーカー,6,19:30,19:59,30,3
2026/07/06 18:30:56,㉛[植物工場=しょくぶつこうじょう]スタッフ,4,15:30,15:59,30,4
2026/07/06 18:30:56,㉜カフェ[店長=てんちょう],4,17:30,17:59,30,0
2026/07/06 18:30:56,㉜カフェ[店長=てんちょう],4,18:00,18:29,30,1
2026/07/06 18:30:56,㉜カフェ[店長=てんちょう],4,18:30,18:59,30,1
2026/07/06 18:30:56,㉟[投資家=とうしか],4,18:00,18:29,30,4
2026/07/06 18:30:56,㉟[投資家=とうしか],4,19:00,19:29,30,4
2026/07/06 18:30:56,㉟[銀行員=ぎんこういん] ,2,18:30,18:44,15,2
2026/07/06 18:30:56,㊲イマーシブファイアファイタ,6,17:00,17:29,30,5
2026/07/06 18:30:56,㊲イマーシブファイアファイタ,6,17:30,17:59,30,0
2026/07/06 18:30:56,㊳ユーチューバー,2,16:30,16:59,30,0
2026/07/06 18:30:56,㊳ユーチューバー,2,17:00,17:29,30,0
2026/07/06 18:30:56,㊴ビスコ[研究員=けんきゅういん],8,17:45,18:29,45,7
2026/07/06 18:30:56,㊴ビスコ[研究員=けんきゅういん],8,18:30,19:14,45,8
2026/07/06 18:30:56,㊴ビスコ[研究員=けんきゅういん],8,19:15,19:59,45,8
2026/07/06 18:30:56,㊵ヘアスタイリスト,6,15:30,15:59,30,5
2026/07/06 18:30:56,㊵ヘアスタイリスト,6,16:00,16:29,30,5
2026/07/06 18:30:56,㊵ヘアスタイリスト,6,16:30,16:59,30,5
2026/07/06 18:30:56,㊶モデル,6,15:30,16:24,55,6
2026/07/06 18:30:56,㊶モデル,6,16:25,17:19,55,6
2026/07/06 18:30:56,㊶モデル,6,17:20,18:14,55,6
